age,weight,height,injury_type,goal,exercise
63,68,163,shoulder,flexibility,Overhead Arm Hold
52,117,152,hips,flexibility,Bird Dog Hold
67,76,157,core,rehab,Bridge pose hold
89,54,154,hips,flexibility,Half-Kneeling Hip Flexor Stretch
60,71,149,lower_back,strength,Bird Dog Hold
61,66,180,lower_back,flexibility,Bird Dog Hold
52,92,140,core,strength,Reverse Tabletop Pose
47,86,180,core,flexibility,Plank
69,87,179,shoulder,rehab,Overhead Arm Hold
46,77,170,shoulder,rehab,Overhead Arm Hold
59,79,151,upper_back,flexibility,Reverse Tabletop Pose
52,77,146,legs,strength,Standing quad stretch (L/R)
64,81,158,shoulder,rehab,Reverse Tabletop Pose
63,92,172,legs,rehab,Standing quad stretch (L/R)
72,86,165,lower_back,rehab,Bird Dog Hold
51,88,152,upper_back,flexibility,Overhead Arm Hold
54,88,178,upper_back,flexibility,Reverse Tabletop Pose
45,93,184,none,flexibility,Bridge pose hold
52,86,162,none,strength,Bridge pose hold
63,86,166,none,flexibility,Plank
68,97,147,upper_back,strength,Overhead Arm Hold
46,74,160,hips,flexibility,Side plank
70,71,170,core,strength,Bridge pose hold
76,67,169,none,strength,Reverse Tabletop Pose
64,84,159,core,flexibility,Bird Dog Hold
83,59,161,lower_back,strength,Bird Dog Hold
48,88,159,hips,rehab,Half-Kneeling Hip Flexor Stretch
41,81,161,hips,rehab,Standing quad stretch (L/R)
34,96,169,upper_back,flexibility,Reverse Tabletop Pose
78,74,142,hips,rehab,Butterfly stretch
67,79,164,lower_back,flexibility,Plank
57,96,169,lower_back,strength,Bird Dog Hold
62,99,158,none,rehab,Standing quad stretch (L/R)
43,73,159,hips,strength,Bird Dog Hold
91,84,159,core,flexibility,Reverse Tabletop Pose
60,86,159,lower_back,flexibility,Dead Bug Hold
59,87,165,core,strength,Bird Dog Hold
68,79,166,legs,flexibility,Calf stretch
64,98,140,hips,rehab,Standing quad stretch (L/R)
61,58,172,upper_back,flexibility,Plank
47,77,161,none,rehab,Overhead Arm Hold
64,88,187,upper_back,flexibility,Plank
83,88,151,lower_back,rehab,Bird Dog Hold
76,99,154,lower_back,flexibility,Bird Dog Hold
80,97,162,upper_back,flexibility,Reverse Tabletop Pose
51,78,169,legs,strength,Standing quad stretch (L/R)
45,98,142,upper_back,strength,Plank
56,73,155,hips,rehab,Butterfly stretch
59,94,171,upper_back,strength,Overhead Arm Hold
73,105,153,shoulder,strength,Reverse Tabletop Pose
35,97,180,legs,rehab,Straight leg raises (L/R)
79,83,159,none,strength,Butterfly stretch
56,78,154,legs,rehab,Straight leg raises (L/R)
52,63,172,upper_back,rehab,Overhead Arm Hold
44,86,183,shoulder,rehab,Reverse Tabletop Pose
36,68,169,hips,rehab,Standing quad stretch (L/R)
69,72,179,upper_back,flexibility,Overhead Arm Hold
59,67,184,hips,flexibility,Standing quad stretch (L/R)
41,76,154,shoulder,rehab,Overhead Arm Hold
41,82,175,none,strength,Plank
53,85,147,upper_back,rehab,Overhead Arm Hold
81,74,169,upper_back,rehab,Overhead Arm Hold
54,95,164,hips,strength,Butterfly stretch
38,79,179,upper_back,rehab,Overhead Arm Hold
55,72,178,shoulder,flexibility,Reverse Tabletop Pose
54,85,171,upper_back,rehab,Overhead Arm Hold
22,107,168,none,flexibility,Overhead Arm Hold
57,86,170,none,strength,Overhead Arm Hold
55,77,165,lower_back,strength,Bridge pose hold
67,63,164,shoulder,strength,Reverse Tabletop Pose
83,79,181,legs,flexibility,Calf stretch
73,85,183,hips,rehab,Butterfly stretch
54,77,163,core,strength,Reverse Tabletop Pose
43,61,167,core,strength,Dead Bug Hold
93,71,165,shoulder,strength,Overhead Arm Hold
59,100,146,core,rehab,Reverse Tabletop Pose
58,100,161,legs,rehab,Calf stretch
58,71,183,legs,flexibility,Chair pose
61,90,156,shoulder,flexibility,Reverse Tabletop Pose
56,67,189,legs,rehab,Straight leg raises (L/R)
50,100,178,legs,rehab,Calf stretch
51,85,169,core,strength,Bird Dog Hold
58,94,171,lower_back,strength,Bird Dog Hold
51,61,154,upper_back,flexibility,Overhead Arm Hold
48,90,161,core,strength,Plank
59,82,181,core,rehab,Reverse Tabletop Pose
55,93,157,lower_back,rehab,Bridge pose hold
78,93,177,upper_back,flexibility,Overhead Arm Hold
22,83,148,legs,rehab,Calf stretch
73,74,151,upper_back,flexibility,Plank
75,92,187,none,strength,Bird Dog Hold
30,81,164,none,flexibility,Overhead Arm Hold
53,71,158,lower_back,rehab,Bird Dog Hold
53,70,180,hips,strength,Butterfly stretch
39,64,179,hips,rehab,Half-Kneeling Hip Flexor Stretch
47,76,175,upper_back,rehab,Overhead Arm Hold
43,96,158,none,strength,Plank
82,84,161,hips,rehab,Half-Kneeling Hip Flexor Stretch
71,75,168,shoulder,rehab,Overhead Arm Hold
75,92,173,hips,strength,Half-Kneeling Hip Flexor Stretch
68,72,159,upper_back,rehab,Overhead Arm Hold
43,83,166,legs,flexibility,Standing quad stretch (L/R)
51,80,168,lower_back,rehab,Bird Dog Hold
65,92,180,hips,rehab,Butterfly stretch
42,62,173,upper_back,strength,Plank
68,71,147,none,flexibility,Standing quad stretch (L/R)
55,62,162,lower_back,rehab,Bridge pose hold
53,79,154,shoulder,strength,Overhead Arm Hold
68,97,171,legs,rehab,Calf stretch
64,76,175,core,rehab,Bridge pose hold
53,76,166,lower_back,rehab,Bridge pose hold
74,93,161,core,flexibility,Hollow Body Hold
43,95,165,none,strength,Plank
66,81,167,lower_back,flexibility,Dead Bug Hold
66,91,157,upper_back,rehab,Overhead Arm Hold
54,69,150,shoulder,flexibility,Side plank
62,99,141,none,rehab,Straight leg raises (L/R)
41,109,179,hips,flexibility,Side plank
70,89,170,shoulder,strength,Reverse Tabletop Pose
56,56,169,legs,flexibility,Straight leg raises (L/R)
51,75,179,core,strength,Reverse Tabletop Pose
72,90,150,hips,rehab,Half-Kneeling Hip Flexor Stretch
48,77,144,core,strength,Plank
39,98,169,shoulder,rehab,Overhead Arm Hold
37,89,168,legs,flexibility,Bridge pose hold
66,73,144,lower_back,flexibility,Plank
41,82,169,lower_back,strength,Plank
82,71,160,core,flexibility,Bridge pose hold
30,80,155,core,flexibility,Side plank
81,75,161,lower_back,rehab,Bridge pose hold
61,97,136,none,flexibility,Side plank
57,108,158,core,rehab,Bird Dog Hold
51,64,156,lower_back,strength,Bridge pose hold
63,58,171,none,flexibility,Dead Bug Hold
57,79,163,core,strength,Bird Dog Hold
73,63,172,hips,flexibility,Bird Dog Hold
60,83,135,core,strength,Bird Dog Hold
60,91,155,lower_back,strength,Bird Dog Hold
53,101,171,hips,rehab,Standing quad stretch (L/R)
57,85,161,hips,flexibility,Side plank
62,80,174,shoulder,strength,Overhead Arm Hold
35,57,143,lower_back,rehab,Bird Dog Hold
40,82,173,none,strength,Dead Bug Hold
68,83,157,upper_back,strength,Overhead Arm Hold
60,90,156,core,strength,Bird Dog Hold
56,73,176,lower_back,flexibility,Hollow Body Hold
58,77,178,upper_back,flexibility,Overhead Arm Hold
63,64,177,lower_back,strength,Bird Dog Hold
51,53,188,hips,strength,Butterfly stretch
47,68,179,lower_back,strength,Hollow Body Hold
61,62,155,lower_back,flexibility,Bridge pose hold
45,86,166,none,strength,Plank
64,76,160,lower_back,strength,Bridge pose hold
35,75,188,lower_back,strength,Plank
72,70,177,shoulder,strength,Reverse Tabletop Pose
64,45,162,core,flexibility,Dead Bug Hold
61,101,175,shoulder,rehab,Reverse Tabletop Pose
71,69,150,hips,rehab,Butterfly stretch
80,77,167,hips,strength,Half-Kneeling Hip Flexor Stretch
72,64,154,upper_back,rehab,Overhead Arm Hold
33,94,145,hips,rehab,Standing quad stretch (L/R)
41,84,174,shoulder,flexibility,Plank
50,72,175,hips,strength,Bird Dog Hold
58,77,170,upper_back,flexibility,Overhead Arm Hold
65,103,162,upper_back,rehab,Overhead Arm Hold
48,81,150,shoulder,rehab,Overhead Arm Hold
61,80,151,none,strength,Overhead Arm Hold
48,70,153,hips,strength,Bird Dog Hold
50,58,162,core,flexibility,Dead Bug Hold
39,80,177,upper_back,strength,Reverse Tabletop Pose
46,86,177,none,rehab,Overhead Arm Hold
40,96,145,none,flexibility,Chair pose
45,54,156,hips,flexibility,Half-Kneeling Hip Flexor Stretch
72,68,156,hips,strength,Butterfly stretch
45,75,135,core,strength,Plank
94,82,171,none,rehab,Half-Kneeling Hip Flexor Stretch
65,80,162,shoulder,flexibility,Plank
60,80,163,shoulder,flexibility,Side plank
46,87,180,hips,flexibility,Bird Dog Hold
67,71,166,lower_back,flexibility,Dead Bug Hold
50,94,159,lower_back,rehab,Bird Dog Hold
60,87,171,legs,rehab,Calf stretch
93,78,177,legs,rehab,Calf stretch
57,102,168,legs,strength,Calf stretch
74,101,173,shoulder,rehab,Reverse Tabletop Pose
49,94,163,hips,rehab,Standing quad stretch (L/R)
58,45,164,core,rehab,Bird Dog Hold
82,102,166,core,rehab,Reverse Tabletop Pose
50,92,156,upper_back,strength,Plank
82,107,158,hips,flexibility,Butterfly stretch
68,97,181,hips,flexibility,Standing quad stretch (L/R)
50,102,188,legs,strength,Standing calf raise
67,93,183,hips,rehab,Standing quad stretch (L/R)
71,99,149,core,flexibility,Bridge pose hold
66,107,148,legs,flexibility,Straight leg raises (L/R)
37,85,151,hips,flexibility,Bird Dog Hold
48,62,166,upper_back,flexibility,Plank
55,78,132,lower_back,rehab,Bird Dog Hold
57,87,158,lower_back,flexibility,Bird Dog Hold
66,83,181,shoulder,strength,Overhead Arm Hold
60,66,176,upper_back,strength,Overhead Arm Hold
40,62,159,core,flexibility,Bird Dog Hold
63,73,159,hips,rehab,Half-Kneeling Hip Flexor Stretch
66,92,171,upper_back,flexibility,Reverse Tabletop Pose
66,102,175,hips,flexibility,Half-Kneeling Hip Flexor Stretch
73,93,158,upper_back,flexibility,Overhead Arm Hold
69,95,162,upper_back,strength,Overhead Arm Hold
64,81,158,lower_back,strength,Bird Dog Hold
57,60,149,upper_back,rehab,Overhead Arm Hold
36,76,162,shoulder,flexibility,Side plank
64,79,161,hips,flexibility,Butterfly stretch
61,76,150,legs,flexibility,Chair pose
62,83,172,upper_back,flexibility,Reverse Tabletop Pose
41,88,170,legs,strength,Chair pose
43,93,173,lower_back,rehab,Bridge pose hold
72,79,156,legs,strength,Standing quad stretch (L/R)
57,58,141,shoulder,flexibility,Overhead Arm Hold
67,76,170,shoulder,strength,Overhead Arm Hold
58,83,157,lower_back,rehab,Bird Dog Hold
58,97,154,core,flexibility,Reverse Tabletop Pose
71,75,150,shoulder,flexibility,Reverse Tabletop Pose
51,88,161,hips,strength,Standing quad stretch (L/R)
59,86,183,core,strength,Reverse Tabletop Pose
52,83,159,shoulder,strength,Overhead Arm Hold
52,94,152,core,rehab,Bridge pose hold
54,74,172,upper_back,rehab,Overhead Arm Hold
61,75,167,none,rehab,Standing quad stretch (L/R)
52,82,140,shoulder,flexibility,Overhead Arm Hold
75,74,172,core,flexibility,Hollow Body Hold
46,88,189,hips,strength,Bird Dog Hold
55,73,134,lower_back,flexibility,Bird Dog Hold
52,85,150,shoulder,rehab,Reverse Tabletop Pose
78,81,131,hips,flexibility,Side plank
61,85,164,upper_back,strength,Overhead Arm Hold
72,76,176,none,strength,Reverse Tabletop Pose
38,78,166,legs,strength,Chair pose
62,83,181,legs,strength,Calf stretch
70,85,174,lower_back,flexibility,Dead Bug Hold
59,82,184,lower_back,strength,Bird Dog Hold
72,103,178,legs,flexibility,Standing calf raise
51,70,160,legs,strength,Standing quad stretch (L/R)
77,81,165,lower_back,strength,Bridge pose hold
89,62,154,legs,flexibility,Standing calf raise
53,87,162,shoulder,rehab,Reverse Tabletop Pose
52,68,165,core,rehab,Bridge pose hold
78,79,164,none,rehab,Reverse Tabletop Pose
79,77,180,none,rehab,Reverse Tabletop Pose
51,86,161,hips,strength,Half-Kneeling Hip Flexor Stretch
52,75,154,core,flexibility,Bridge pose hold
54,75,154,lower_back,rehab,Bridge pose hold
40,100,172,hips,strength,Bird Dog Hold
46,86,148,upper_back,flexibility,Overhead Arm Hold
44,75,162,upper_back,strength,Reverse Tabletop Pose
48,79,180,shoulder,rehab,Reverse Tabletop Pose
58,103,168,upper_back,flexibility,Reverse Tabletop Pose
61,79,164,lower_back,flexibility,Dead Bug Hold
79,73,164,shoulder,strength,Overhead Arm Hold
45,73,152,core,strength,Dead Bug Hold
71,75,155,shoulder,flexibility,Side plank
55,75,162,none,rehab,Reverse Tabletop Pose
57,66,168,lower_back,rehab,Bridge pose hold
67,68,176,legs,flexibility,Standing quad stretch (L/R)
43,72,166,none,flexibility,Straight leg raises (L/R)
63,89,180,hips,rehab,Half-Kneeling Hip Flexor Stretch
60,77,183,lower_back,rehab,Bird Dog Hold
65,79,174,none,strength,Reverse Tabletop Pose
62,98,179,legs,strength,Calf stretch
91,98,153,legs,rehab,Standing quad stretch (L/R)
49,78,151,upper_back,flexibility,Reverse Tabletop Pose
51,74,171,core,flexibility,Hollow Body Hold
50,71,149,none,strength,Hollow Body Hold
51,91,161,none,flexibility,Side plank
49,79,173,shoulder,flexibility,Side plank
74,77,181,shoulder,flexibility,Overhead Arm Hold
77,72,162,upper_back,flexibility,Reverse Tabletop Pose
50,72,157,upper_back,strength,Plank
47,86,168,shoulder,flexibility,Reverse Tabletop Pose
64,66,152,lower_back,rehab,Bird Dog Hold
51,94,162,lower_back,strength,Bridge pose hold
67,75,164,lower_back,flexibility,Bridge pose hold
61,80,164,lower_back,flexibility,Bird Dog Hold
38,65,166,upper_back,flexibility,Overhead Arm Hold
79,82,155,hips,strength,Butterfly stretch
82,78,156,hips,flexibility,Butterfly stretch
50,81,156,shoulder,strength,Plank
53,100,146,hips,rehab,Half-Kneeling Hip Flexor Stretch
62,84,168,lower_back,flexibility,Dead Bug Hold
63,72,175,upper_back,strength,Overhead Arm Hold
67,73,174,lower_back,rehab,Bridge pose hold
85,89,161,legs,strength,Straight leg raises (L/R)
56,98,155,upper_back,flexibility,Overhead Arm Hold
47,86,173,legs,strength,Chair pose
39,91,172,legs,flexibility,Standing quad stretch (L/R)
48,90,167,none,strength,Bird Dog Hold
58,100,185,shoulder,rehab,Reverse Tabletop Pose
82,58,164,legs,flexibility,Standing quad stretch (L/R)
51,90,162,none,rehab,Overhead Arm Hold
61,94,160,hips,flexibility,Butterfly stretch
58,65,146,hips,strength,Butterfly stretch
74,71,172,legs,rehab,Standing quad stretch (L/R)
92,71,163,shoulder,flexibility,Reverse Tabletop Pose
51,73,170,legs,rehab,Calf stretch
51,76,186,none,rehab,Bird Dog Hold
72,85,160,upper_back,flexibility,Reverse Tabletop Pose
67,93,137,upper_back,strength,Overhead Arm Hold
83,96,170,upper_back,rehab,Overhead Arm Hold
66,72,166,upper_back,flexibility,Overhead Arm Hold
53,71,156,legs,rehab,Standing quad stretch (L/R)
66,98,169,lower_back,rehab,Bird Dog Hold
73,90,174,lower_back,strength,Bridge pose hold
69,83,153,core,flexibility,Bridge pose hold
65,88,161,upper_back,flexibility,Reverse Tabletop Pose
72,82,182,none,rehab,Overhead Arm Hold
74,89,156,none,strength,Bird Dog Hold
77,78,165,core,strength,Bridge pose hold
67,85,134,core,strength,Bird Dog Hold
56,63,147,shoulder,flexibility,Plank
60,73,166,shoulder,flexibility,Plank
74,74,179,legs,rehab,Calf stretch
47,77,149,lower_back,strength,Hollow Body Hold
63,70,165,none,strength,Butterfly stretch
53,75,160,none,flexibility,Bird Dog Hold
58,63,176,legs,rehab,Calf stretch
75,89,150,hips,flexibility,Bird Dog Hold
61,81,170,none,flexibility,Plank
59,61,157,none,rehab,Reverse Tabletop Pose
40,72,167,upper_back,strength,Plank
68,86,165,hips,strength,Standing quad stretch (L/R)
67,75,162,hips,rehab,Butterfly stretch
87,73,170,core,strength,Reverse Tabletop Pose
54,81,165,none,rehab,Overhead Arm Hold
61,86,163,shoulder,rehab,Overhead Arm Hold
61,64,160,none,flexibility,Side plank
79,89,165,lower_back,strength,Bird Dog Hold
57,72,167,core,strength,Reverse Tabletop Pose
62,82,153,core,rehab,Bird Dog Hold
66,82,160,upper_back,flexibility,Plank
61,75,152,legs,flexibility,Straight leg raises (L/R)
52,69,164,upper_back,strength,Overhead Arm Hold
61,78,158,legs,rehab,Standing quad stretch (L/R)
72,102,173,legs,strength,Calf stretch
44,65,172,lower_back,strength,Hollow Body Hold
60,103,154,hips,flexibility,Bird Dog Hold
49,79,164,legs,flexibility,Chair pose
74,82,172,lower_back,flexibility,Bridge pose hold
37,68,162,hips,flexibility,Standing quad stretch (L/R)
50,72,156,core,rehab,Reverse Tabletop Pose
63,76,152,core,strength,Bridge pose hold
79,69,174,hips,flexibility,Half-Kneeling Hip Flexor Stretch
57,79,175,upper_back,strength,Overhead Arm Hold
51,77,162,upper_back,rehab,Overhead Arm Hold
83,105,173,none,flexibility,Bridge pose hold
38,67,130,upper_back,rehab,Overhead Arm Hold
28,83,180,none,flexibility,Plank
64,85,163,none,strength,Overhead Arm Hold
51,69,166,shoulder,rehab,Overhead Arm Hold
44,91,161,hips,flexibility,Side plank
68,77,181,shoulder,strength,Reverse Tabletop Pose
61,51,152,upper_back,strength,Overhead Arm Hold
50,90,182,lower_back,strength,Dead Bug Hold
41,68,169,upper_back,flexibility,Plank
70,69,172,legs,strength,Straight leg raises (L/R)
67,91,161,lower_back,strength,Bridge pose hold
57,78,149,none,flexibility,Side plank
83,93,175,none,rehab,Bridge pose hold
44,97,168,lower_back,strength,Hollow Body Hold
37,74,180,none,flexibility,Plank
49,92,162,hips,rehab,Half-Kneeling Hip Flexor Stretch
57,73,160,shoulder,strength,Reverse Tabletop Pose
61,110,181,legs,flexibility,Calf stretch
55,73,187,lower_back,flexibility,Dead Bug Hold
63,95,165,shoulder,strength,Overhead Arm Hold
41,93,156,shoulder,rehab,Reverse Tabletop Pose
77,86,174,legs,rehab,Straight leg raises (L/R)
57,74,162,legs,rehab,Standing quad stretch (L/R)
73,80,171,upper_back,strength,Overhead Arm Hold
63,55,161,none,strength,Bridge pose hold
64,85,183,none,rehab,Bird Dog Hold
66,86,156,upper_back,rehab,Overhead Arm Hold
64,84,170,lower_back,rehab,Bridge pose hold
67,45,159,lower_back,rehab,Bird Dog Hold
76,66,161,lower_back,flexibility,Bridge pose hold
61,73,160,upper_back,strength,Overhead Arm Hold
68,86,173,lower_back,rehab,Bridge pose hold
57,86,175,lower_back,flexibility,Bird Dog Hold
77,80,171,upper_back,rehab,Overhead Arm Hold
49,90,163,upper_back,rehab,Overhead Arm Hold
82,69,166,lower_back,flexibility,Bird Dog Hold
57,90,175,lower_back,rehab,Bridge pose hold
39,88,175,shoulder,rehab,Overhead Arm Hold
60,87,133,hips,flexibility,Standing quad stretch (L/R)
49,80,161,upper_back,flexibility,Reverse Tabletop Pose
69,105,162,hips,flexibility,Half-Kneeling Hip Flexor Stretch
49,88,172,none,flexibility,Bridge pose hold
52,70,164,upper_back,flexibility,Plank
32,85,173,core,rehab,Bridge pose hold
52,91,152,none,strength,Bridge pose hold
25,75,168,none,flexibility,Bird Dog Hold
37,96,175,shoulder,strength,Plank
68,87,147,none,rehab,Reverse Tabletop Pose
69,53,194,hips,flexibility,Side plank
64,86,178,shoulder,strength,Overhead Arm Hold
45,77,165,legs,strength,Bridge pose hold
57,89,155,none,strength,Reverse Tabletop Pose
58,94,162,hips,strength,Half-Kneeling Hip Flexor Stretch
42,84,165,hips,strength,Side plank
78,103,170,core,flexibility,Reverse Tabletop Pose
70,80,182,hips,flexibility,Bird Dog Hold
55,90,159,legs,flexibility,Calf stretch
58,92,171,none,strength,Butterfly stretch
61,81,149,legs,strength,Straight leg raises (L/R)
30,92,160,none,rehab,Calf stretch
55,75,169,shoulder,strength,Reverse Tabletop Pose
49,77,173,legs,rehab,Straight leg raises (L/R)
44,66,156,upper_back,rehab,Overhead Arm Hold
54,85,159,lower_back,flexibility,Hollow Body Hold
82,86,182,hips,strength,Butterfly stretch
67,97,178,none,strength,Overhead Arm Hold
50,92,167,shoulder,rehab,Overhead Arm Hold
66,78,138,shoulder,rehab,Reverse Tabletop Pose
77,67,194,none,strength,Overhead Arm Hold
70,87,164,shoulder,rehab,Overhead Arm Hold
59,96,161,shoulder,strength,Reverse Tabletop Pose
49,91,158,hips,strength,Bird Dog Hold
67,96,169,shoulder,rehab,Overhead Arm Hold
63,79,169,hips,flexibility,Side plank
70,76,176,shoulder,strength,Overhead Arm Hold
67,73,154,shoulder,rehab,Overhead Arm Hold
72,81,161,lower_back,rehab,Bridge pose hold
51,81,188,none,rehab,Calf stretch
76,85,167,upper_back,strength,Overhead Arm Hold
61,80,162,legs,strength,Calf stretch
